user_id,role,action,timestamp
U12,analyst,review,2025-01-03 18:10:00
U52,player,upload,2025-01-02 10:02:00
U13,analyst,annotate,2025-01-03 08:35:00
U85,coach,annotate,2025-01-01 04:06:00
U54,player,upload,2025-01-07 12:44:00
U97,player,upload,2025-01-05 00:56:00
U54,analyst,upload,2025-01-01 16:49:00
U41,coach,upload,2025-01-04 02:22:00
U48,analyst,upload,2025-01-05 10:55:00
U51,coach,annotate,2025-01-01 22:27:00
U47,player,annotate,2025-01-02 22:41:00
U50,analyst,annotate,2025-01-06 08:32:00
U96,player,login,2025-01-05 03:29:00
U76,coach,annotate,2025-01-01 15:45:00
U46,player,review,2025-01-01 10:15:00
U99,player,review,2025-01-02 21:06:00
U100,player,upload,2025-01-03 01:23:00
U38,analyst,annotate,2025-01-07 20:59:00
U92,coach,upload,2025-01-01 07:13:00
U13,player,upload,2025-01-01 01:03:00
U76,player,review,2025-01-05 23:59:00
U22,player,review,2025-01-06 00:44:00
U2,player,upload,2025-01-01 22:07:00
U93,coach,review,2025-01-07 13:09:00
U77,coach,upload,2025-01-03 07:36:00
U99,analyst,upload,2025-01-06 14:13:00
U13,coach,upload,2025-01-02 14:42:00
U57,coach,login,2025-01-07 12:58:00
U34,player,review,2025-01-01 19:11:00
U19,analyst,review,2025-01-05 03:32:00
U9,analyst,annotate,2025-01-05 12:38:00
U95,player,review,2025-01-07 20:22:00
U33,analyst,annotate,2025-01-02 04:39:00
U27,coach,upload,2025-01-04 21:25:00
U45,analyst,login,2025-01-01 05:40:00
U2,player,upload,2025-01-06 18:35:00
U79,analyst,upload,2025-01-04 07:48:00
U83,analyst,upload,2025-01-05 11:54:00
U57,analyst,annotate,2025-01-03 03:14:00
U95,player,login,2025-01-04 22:04:00
U57,coach,upload,2025-01-01 10:42:00
U16,analyst,annotate,2025-01-01 06:11:00
U79,coach,upload,2025-01-02 12:20:00
U6,coach,login,2025-01-02 07:18:00
U14,coach,upload,2025-01-01 20:21:00
U27,analyst,upload,2025-01-07 06:55:00
U38,coach,review,2025-01-01 01:14:00
U19,analyst,annotate,2025-01-04 12:51:00
U37,analyst,login,2025-01-04 02:21:00
U4,analyst,annotate,2025-01-03 00:21:00
U58,coach,review,2025-01-02 22:42:00
U90,analyst,upload,2025-01-02 03:11:00
U9,player,login,2025-01-01 12:10:00
U40,player,login,2025-01-07 20:40:00
U15,player,annotate,2025-01-04 00:24:00
U4,analyst,upload,2025-01-02 00:53:00
U90,player,review,2025-01-01 09:59:00
U52,analyst,upload,2025-01-05 02:33:00
U18,analyst,annotate,2025-01-06 19:42:00
U53,analyst,login,2025-01-04 06:01:00
U59,coach,login,2025-01-07 16:44:00
U99,player,upload,2025-01-01 02:46:00
U54,analyst,upload,2025-01-04 19:42:00
U41,player,upload,2025-01-06 08:47:00
U60,player,upload,2025-01-04 17:29:00
U93,coach,review,2025-01-03 06:05:00
U88,player,review,2025-01-01 16:32:00
U4,analyst,review,2025-01-04 11:45:00
U85,analyst,review,2025-01-05 06:50:00
U39,player,annotate,2025-01-02 01:08:00
U7,player,login,2025-01-05 10:05:00
U23,coach,login,2025-01-03 02:09:00
U85,analyst,annotate,2025-01-01 01:44:00
U63,player,annotate,2025-01-03 06:53:00
U65,player,review,2025-01-01 14:26:00
U41,analyst,upload,2025-01-03 03:58:00
U89,player,login,2025-01-07 02:42:00
U95,coach,annotate,2025-01-03 06:52:00
U44,player,upload,2025-01-02 14:56:00
U45,player,review,2025-01-03 11:18:00
U69,coach,annotate,2025-01-05 16:04:00
U95,coach,login,2025-01-06 05:20:00
U51,coach,login,2025-01-02 19:26:00
U65,analyst,login,2025-01-07 17:53:00
U54,player,annotate,2025-01-04 05:17:00
U56,player,login,2025-01-01 10:45:00
U94,coach,review,2025-01-02 02:30:00
U82,analyst,login,2025-01-06 04:53:00
U72,coach,review,2025-01-03 10:04:00
U90,player,login,2025-01-04 22:18:00
U40,analyst,review,2025-01-04 03:21:00
U58,analyst,annotate,2025-01-01 03:51:00
U15,player,review,2025-01-07 09:40:00
U19,analyst,annotate,2025-01-04 20:45:00
U10,analyst,upload,2025-01-01 04:27:00
U88,coach,review,2025-01-02 21:13:00
U16,analyst,annotate,2025-01-07 06:00:00
U43,coach,upload,2025-01-02 11:10:00
U31,analyst,login,2025-01-05 05:13:00
U16,coach,upload,2025-01-01 11:17:00
U80,coach,review,2025-01-05 18:16:00
U28,analyst,upload,2025-01-05 20:13:00
U62,coach,login,2025-01-01 15:31:00
U20,player,upload,2025-01-02 06:37:00
U35,player,review,2025-01-01 16:14:00
U59,analyst,review,2025-01-07 07:36:00
U9,analyst,annotate,2025-01-03 12:21:00
U10,analyst,login,2025-01-05 14:47:00
U45,player,login,2025-01-05 17:56:00
U82,analyst,upload,2025-01-02 14:40:00
U15,analyst,login,2025-01-07 03:17:00
U30,coach,review,2025-01-02 12:23:00
U48,analyst,upload,2025-01-06 04:57:00
U96,player,annotate,2025-01-03 20:07:00
U40,player,upload,2025-01-06 01:39:00
U91,analyst,upload,2025-01-02 12:34:00
U91,player,annotate,2025-01-02 09:54:00
U83,coach,upload,2025-01-03 15:22:00
U74,coach,login,2025-01-07 04:48:00
U44,analyst,upload,2025-01-05 19:52:00
U46,analyst,upload,2025-01-02 14:16:00
U6,coach,upload,2025-01-01 13:16:00
U24,coach,review,2025-01-02 22:05:00
U73,analyst,review,2025-01-07 14:48:00
U91,player,login,2025-01-05 05:54:00
U7,analyst,annotate,2025-01-03 12:52:00
U6,analyst,review,2025-01-03 03:12:00
U33,analyst,review,2025-01-03 03:50:00
U85,analyst,login,2025-01-02 11:54:00
U38,analyst,login,2025-01-01 12:26:00
U44,analyst,annotate,2025-01-07 20:29:00
U17,analyst,upload,2025-01-04 02:03:00
U31,player,upload,2025-01-03 18:29:00
U37,analyst,annotate,2025-01-03 23:43:00
U11,coach,annotate,2025-01-01 15:16:00
U92,analyst,annotate,2025-01-06 20:16:00
U5,player,login,2025-01-02 23:15:00
U64,coach,upload,2025-01-03 16:34:00
U76,analyst,annotate,2025-01-03 21:03:00
U3,analyst,annotate,2025-01-04 10:16:00
U56,coach,upload,2025-01-01 12:53:00
U63,analyst,upload,2025-01-02 03:33:00
U38,player,login,2025-01-03 22:27:00
U54,analyst,review,2025-01-04 04:29:00
U2,player,review,2025-01-05 20:13:00
U90,analyst,login,2025-01-03 13:41:00
U2,coach,login,2025-01-07 00:44:00
U12,player,upload,2025-01-06 08:21:00
U40,analyst,login,2025-01-06 12:18:00
U2,analyst,login,2025-01-02 03:02:00
U80,coach,annotate,2025-01-02 13:36:00
U94,coach,login,2025-01-04 13:22:00
U57,player,login,2025-01-04 08:17:00
U47,player,annotate,2025-01-02 17:04:00
U36,player,upload,2025-01-02 09:07:00
U4,analyst,upload,2025-01-05 20:07:00
U75,analyst,login,2025-01-03 23:56:00
U24,player,login,2025-01-04 12:41:00
U82,analyst,review,2025-01-01 12:08:00
U91,coach,annotate,2025-01-04 05:50:00
U62,analyst,review,2025-01-06 00:22:00
U2,player,login,2025-01-07 20:33:00
U15,analyst,review,2025-01-02 00:52:00
U75,coach,review,2025-01-05 07:13:00
U91,player,upload,2025-01-03 16:51:00
U49,player,annotate,2025-01-07 15:42:00
U87,player,upload,2025-01-01 19:07:00
U35,player,upload,2025-01-04 04:29:00
U94,analyst,review,2025-01-07 00:12:00
U47,coach,annotate,2025-01-04 02:50:00
U24,analyst,login,2025-01-07 08:41:00
U83,analyst,annotate,2025-01-03 10:06:00
U60,player,upload,2025-01-03 11:16:00
U93,coach,review,2025-01-05 20:50:00
U77,analyst,login,2025-01-06 04:05:00
U48,coach,upload,2025-01-02 20:41:00
U23,coach,review,2025-01-02 05:12:00
U12,coach,upload,2025-01-01 03:43:00
U41,coach,review,2025-01-05 01:41:00
U29,analyst,annotate,2025-01-07 08:21:00
U70,coach,upload,2025-01-06 03:36:00
U51,analyst,annotate,2025-01-01 09:55:00
U23,coach,annotate,2025-01-04 22:07:00
U31,coach,review,2025-01-01 13:42:00
U21,analyst,login,2025-01-04 08:44:00
U24,player,annotate,2025-01-01 19:38:00
U72,analyst,upload,2025-01-03 12:29:00
U9,coach,upload,2025-01-01 08:11:00
U22,analyst,review,2025-01-01 09:36:00
U4,coach,annotate,2025-01-02 16:50:00
U77,analyst,login,2025-01-06 19:30:00
U98,analyst,login,2025-01-04 15:37:00
U3,analyst,upload,2025-01-05 18:51:00
U28,player,review,2025-01-07 01:53:00
U90,analyst,annotate,2025-01-05 03:16:00
U98,analyst,upload,2025-01-02 03:05:00
U15,player,review,2025-01-07 03:24:00
U8,player,login,2025-01-07 05:05:00
U48,coach,upload,2025-01-02 12:16:00
U99,coach,review,2025-01-06 18:16:00
U88,analyst,login,2025-01-05 23:42:00
U52,coach,review,2025-01-03 21:28:00
U55,analyst,upload,2025-01-03 22:06:00
U37,player,annotate,2025-01-06 11:24:00
U4,player,review,2025-01-05 04:14:00
U55,analyst,annotate,2025-01-05 17:17:00
U12,coach,upload,2025-01-02 09:59:00
U19,coach,login,2025-01-01 18:04:00
U79,coach,review,2025-01-02 21:35:00
U57,analyst,login,2025-01-03 11:06:00
U94,coach,annotate,2025-01-04 15:59:00
U37,player,annotate,2025-01-05 07:34:00
U76,player,login,2025-01-03 18:20:00
U83,player,upload,2025-01-01 02:27:00
U98,player,annotate,2025-01-02 12:03:00
U7,player,upload,2025-01-06 19:47:00
U92,player,login,2025-01-07 11:51:00
U55,player,upload,2025-01-01 06:44:00
U28,player,annotate,2025-01-03 02:14:00
U93,player,login,2025-01-01 07:26:00
U37,analyst,upload,2025-01-01 09:59:00
U84,analyst,upload,2025-01-02 17:00:00
U61,player,review,2025-01-01 02:30:00
U75,player,annotate,2025-01-04 04:06:00
U39,player,review,2025-01-01 08:22:00
U23,coach,upload,2025-01-03 14:24:00
U52,analyst,annotate,2025-01-03 21:42:00
U84,player,login,2025-01-03 03:25:00
U84,analyst,login,2025-01-05 10:10:00
U11,player,login,2025-01-07 21:19:00
U66,coach,upload,2025-01-06 22:42:00
U13,player,upload,2025-01-03 11:57:00
U77,analyst,login,2025-01-02 08:11:00
U41,analyst,review,2025-01-04 18:15:00
U49,analyst,review,2025-01-04 07:23:00
U15,analyst,annotate,2025-01-03 03:26:00
U56,player,annotate,2025-01-07 21:38:00
U54,coach,login,2025-01-03 02:29:00
U31,coach,upload,2025-01-07 02:54:00
U61,player,upload,2025-01-02 14:08:00
U58,player,annotate,2025-01-03 05:19:00
U87,analyst,login,2025-01-03 20:22:00
U60,player,annotate,2025-01-06 02:35:00
U53,coach,review,2025-01-07 16:40:00
U86,player,login,2025-01-01 04:14:00
U61,player,login,2025-01-03 09:39:00
U80,coach,login,2025-01-02 01:46:00
U42,coach,review,2025-01-06 15:48:00
U29,player,login,2025-01-02 00:23:00
U84,analyst,annotate,2025-01-07 06:29:00
U92,analyst,review,2025-01-04 14:23:00
U27,analyst,upload,2025-01-06 08:04:00
U44,coach,annotate,2025-01-01 14:02:00
U93,coach,annotate,2025-01-04 14:13:00
U5,analyst,annotate,2025-01-01 16:03:00
U52,player,review,2025-01-05 17:55:00
U53,player,annotate,2025-01-06 07:10:00
U52,player,review,2025-01-01 14:44:00
U38,coach,login,2025-01-06 12:13:00
U44,coach,upload,2025-01-02 20:04:00
U53,analyst,login,2025-01-01 17:27:00
U2,player,annotate,2025-01-04 03:03:00
U54,coach,review,2025-01-02 01:23:00
U84,coach,review,2025-01-05 01:36:00
U77,analyst,login,2025-01-01 08:49:00
U90,player,annotate,2025-01-07 04:19:00
U35,coach,upload,2025-01-01 07:00:00
U46,coach,review,2025-01-07 04:13:00
U72,coach,review,2025-01-05 03:05:00
U92,coach,annotate,2025-01-01 09:27:00
U79,player,review,2025-01-01 12:51:00
U55,analyst,annotate,2025-01-02 07:59:00
U72,player,annotate,2025-01-07 07:02:00
U11,analyst,upload,2025-01-01 17:31:00
U29,coach,annotate,2025-01-06 08:53:00
U69,player,login,2025-01-02 02:47:00
U63,analyst,upload,2025-01-07 06:02:00
U47,analyst,annotate,2025-01-06 13:54:00
U7,coach,annotate,2025-01-06 21:41:00
U64,analyst,upload,2025-01-06 07:44:00
U82,analyst,review,2025-01-06 11:05:00
U64,analyst,upload,2025-01-07 09:20:00
U92,coach,review,2025-01-07 18:23:00
U12,player,upload,2025-01-07 09:11:00
U12,coach,upload,2025-01-03 01:27:00
U36,analyst,login,2025-01-05 16:15:00
U29,analyst,upload,2025-01-07 04:22:00
U11,player,login,2025-01-04 11:09:00
U53,analyst,annotate,2025-01-04 02:44:00
U70,player,review,2025-01-03 10:49:00
U85,analyst,review,2025-01-02 10:04:00
U74,analyst,login,2025-01-05 08:59:00
U96,coach,review,2025-01-04 02:27:00
U47,coach,review,2025-01-04 00:14:00
U33,player,upload,2025-01-05 01:20:00
U81,coach,login,2025-01-07 18:32:00
U67,player,review,2025-01-07 21:34:00
U43,coach,annotate,2025-01-01 07:42:00
U18,player,login,2025-01-07 05:42:00
U74,analyst,upload,2025-01-04 11:57:00
U53,player,annotate,2025-01-07 05:20:00
U39,coach,review,2025-01-06 03:22:00
U72,player,review,2025-01-03 01:50:00
U34,coach,login,2025-01-05 09:56:00
U37,analyst,review,2025-01-01 04:00:00
U41,coach,login,2025-01-03 07:00:00
U97,analyst,review,2025-01-06 17:55:00
U49,analyst,annotate,2025-01-01 08:57:00
U10,coach,upload,2025-01-02 23:53:00
U40,analyst,annotate,2025-01-01 01:14:00
U18,coach,upload,2025-01-07 20:42:00
U25,player,login,2025-01-07 08:50:00
U41,analyst,review,2025-01-04 11:17:00
U36,player,annotate,2025-01-03 05:03:00
U2,player,review,2025-01-03 23:15:00
U83,coach,login,2025-01-04 16:41:00
U74,coach,upload,2025-01-03 15:51:00
U49,analyst,annotate,2025-01-05 15:40:00
U67,coach,upload,2025-01-01 18:28:00
U53,player,upload,2025-01-04 15:27:00
U19,player,login,2025-01-03 08:12:00
U26,player,upload,2025-01-05 08:45:00
U54,analyst,login,2025-01-06 16:35:00
U51,coach,upload,2025-01-04 10:04:00
U25,player,upload,2025-01-04 04:17:00
U17,analyst,annotate,2025-01-04 16:13:00
U74,coach,login,2025-01-01 02:58:00
U61,coach,review,2025-01-06 10:13:00
U46,player,review,2025-01-05 21:29:00
U55,analyst,review,2025-01-05 09:43:00
U50,player,annotate,2025-01-04 13:37:00
U75,player,annotate,2025-01-04 14:57:00
U11,analyst,upload,2025-01-02 13:37:00
U12,player,upload,2025-01-06 20:42:00
U40,analyst,review,2025-01-06 22:11:00
U48,analyst,upload,2025-01-07 18:28:00
U56,player,upload,2025-01-03 12:43:00
U8,player,annotate,2025-01-03 05:04:00
U88,coach,review,2025-01-03 01:40:00
U14,coach,login,2025-01-06 02:59:00
U87,analyst,review,2025-01-01 22:55:00
U56,analyst,annotate,2025-01-05 17:59:00
U54,analyst,review,2025-01-02 03:33:00
U100,coach,login,2025-01-07 20:42:00
U17,player,upload,2025-01-07 13:58:00
U45,player,review,2025-01-02 00:19:00
U5,coach,annotate,2025-01-06 06:39:00
U3,player,annotate,2025-01-04 07:29:00
U9,player,review,2025-01-05 05:13:00
U84,player,upload,2025-01-06 20:26:00
U20,coach,upload,2025-01-03 19:34:00
U83,analyst,annotate,2025-01-02 01:21:00
U21,player,annotate,2025-01-01 20:33:00
U80,player,login,2025-01-06 07:08:00
U33,analyst,upload,2025-01-06 18:32:00
U5,player,review,2025-01-03 03:40:00
U24,player,annotate,2025-01-01 09:30:00
U63,analyst,annotate,2025-01-06 15:48:00
U79,coach,annotate,2025-01-03 12:39:00
U26,coach,annotate,2025-01-02 12:18:00
U89,player,upload,2025-01-02 20:09:00
U92,player,annotate,2025-01-03 11:06:00
U33,analyst,upload,2025-01-04 13:49:00
U18,analyst,login,2025-01-04 17:17:00
U18,player,login,2025-01-05 16:48:00
U38,player,review,2025-01-07 11:49:00
U33,coach,annotate,2025-01-03 20:06:00
U27,coach,review,2025-01-03 07:55:00
U49,coach,upload,2025-01-04 12:49:00
U50,coach,review,2025-01-07 01:09:00
U15,analyst,review,2025-01-02 19:54:00
U77,coach,annotate,2025-01-05 07:40:00
U52,coach,upload,2025-01-01 18:56:00
U98,player,upload,2025-01-06 08:13:00
U68,coach,annotate,2025-01-03 19:51:00
U99,player,upload,2025-01-04 13:43:00
U19,player,login,2025-01-07 15:17:00
U95,coach,annotate,2025-01-02 18:13:00
U25,coach,annotate,2025-01-01 06:59:00
U76,player,annotate,2025-01-06 10:07:00
U76,analyst,login,2025-01-07 07:19:00
U25,player,upload,2025-01-01 22:24:00
U33,analyst,login,2025-01-06 18:50:00
U60,analyst,login,2025-01-06 00:33:00
U37,coach,login,2025-01-05 13:05:00
U92,coach,review,2025-01-02 00:56:00
U43,coach,upload,2025-01-03 03:27:00
U9,coach,upload,2025-01-07 17:43:00
U14,player,annotate,2025-01-06 01:48:00
U3,analyst,annotate,2025-01-02 18:01:00
U69,player,review,2025-01-03 14:29:00
U56,analyst,login,2025-01-07 13:17:00
U26,player,annotate,2025-01-03 11:21:00
U53,analyst,upload,2025-01-06 05:42:00
U41,coach,annotate,2025-01-06 14:59:00
U82,analyst,login,2025-01-04 03:15:00
U21,coach,review,2025-01-05 16:22:00
U39,analyst,login,2025-01-05 08:54:00
U80,player,annotate,2025-01-04 16:48:00
U23,analyst,review,2025-01-07 08:48:00
U93,player,review,2025-01-05 20:01:00
U74,player,login,2025-01-07 09:01:00
U58,coach,annotate,2025-01-03 06:13:00
U69,analyst,login,2025-01-01 20:54:00
U75,player,annotate,2025-01-01 04:30:00
U29,analyst,annotate,2025-01-05 13:39:00
U62,coach,upload,2025-01-07 10:12:00
U53,coach,review,2025-01-05 01:26:00
U45,analyst,annotate,2025-01-06 02:18:00
U27,player,login,2025-01-02 22:40:00
U34,player,login,2025-01-05 13:32:00
U14,player,upload,2025-01-02 18:57:00
U41,analyst,upload,2025-01-07 12:04:00
U74,player,upload,2025-01-03 22:34:00
U60,player,review,2025-01-06 21:10:00
U42,player,upload,2025-01-05 06:26:00
U51,coach,review,2025-01-06 03:58:00
U75,player,upload,2025-01-01 05:40:00
U11,analyst,review,2025-01-05 03:35:00
U35,analyst,annotate,2025-01-05 19:40:00
U19,player,upload,2025-01-02 09:56:00
U88,analyst,review,2025-01-02 19:47:00
U65,analyst,annotate,2025-01-01 22:20:00
U76,player,upload,2025-01-04 19:01:00
U61,coach,annotate,2025-01-06 09:45:00
U47,player,upload,2025-01-01 00:59:00
U14,analyst,login,2025-01-04 18:23:00
U67,analyst,review,2025-01-05 11:05:00
U52,player,login,2025-01-03 11:25:00
U32,analyst,review,2025-01-01 21:50:00
U80,coach,login,2025-01-05 13:13:00
U10,player,upload,2025-01-02 10:23:00
U17,analyst,login,2025-01-01 10:58:00
U40,coach,upload,2025-01-05 13:07:00
U68,analyst,review,2025-01-05 01:26:00
U63,coach,upload,2025-01-02 22:23:00
U15,analyst,login,2025-01-06 13:02:00
U97,player,annotate,2025-01-01 10:10:00
U39,analyst,review,2025-01-05 12:30:00
U57,player,annotate,2025-01-01 17:30:00
U10,coach,annotate,2025-01-06 12:31:00
U71,coach,annotate,2025-01-04 00:13:00
U97,analyst,annotate,2025-01-05 07:53:00
U17,player,annotate,2025-01-05 12:28:00
U76,player,login,2025-01-07 20:49:00
U17,coach,upload,2025-01-04 16:39:00
U16,coach,upload,2025-01-03 08:01:00
U78,analyst,annotate,2025-01-06 07:11:00
U3,coach,login,2025-01-01 22:41:00
U51,coach,annotate,2025-01-03 14:03:00
U94,player,annotate,2025-01-05 09:00:00
U46,player,review,2025-01-05 17:41:00
U55,player,login,2025-01-06 08:30:00
U99,coach,annotate,2025-01-02 07:42:00
U26,analyst,upload,2025-01-02 15:21:00
U76,analyst,review,2025-01-04 22:45:00
U31,coach,annotate,2025-01-05 18:28:00
U81,analyst,annotate,2025-01-04 01:11:00
U72,coach,annotate,2025-01-07 21:13:00
U19,analyst,login,2025-01-06 20:06:00
U90,coach,annotate,2025-01-02 22:28:00
U68,player,upload,2025-01-05 00:07:00
U15,analyst,review,2025-01-03 14:21:00
U58,player,login,2025-01-05 12:34:00
U78,player,review,2025-01-06 21:00:00
U30,analyst,upload,2025-01-07 21:42:00
U48,coach,annotate,2025-01-05 13:20:00
U56,player,login,2025-01-01 12:44:00
U42,player,annotate,2025-01-02 09:40:00
U24,coach,login,2025-01-02 22:13:00
U52,coach,annotate,2025-01-07 00:01:00
U43,analyst,upload,2025-01-03 10:05:00
U34,analyst,upload,2025-01-05 16:21:00
U60,coach,annotate,2025-01-06 12:38:00
U83,player,upload,2025-01-04 17:00:00
U3,coach,annotate,2025-01-06 17:25:00
U68,analyst,login,2025-01-06 21:56:00
U11,player,upload,2025-01-04 18:49:00
U13,player,login,2025-01-07 14:35:00
U50,analyst,annotate,2025-01-02 08:13:00
U82,player,login,2025-01-05 16:48:00
U19,coach,review,2025-01-01 02:53:00
U44,analyst,annotate,2025-01-01 08:14:00
U33,player,upload,2025-01-07 14:30:00
U38,analyst,upload,2025-01-03 14:47:00
U3,player,review,2025-01-05 12:28:00
U99,coach,annotate,2025-01-03 02:45:00
U65,analyst,annotate,2025-01-05 04:12:00
U35,player,annotate,2025-01-04 07:17:00
U36,coach,annotate,2025-01-07 02:44:00
U38,coach,login,2025-01-06 09:59:00
U39,coach,annotate,2025-01-02 07:38:00
U25,player,login,2025-01-05 05:21:00
U64,player,login,2025-01-04 07:16:00
U13,coach,upload,2025-01-03 01:11:00
U68,coach,annotate,2025-01-06 00:27:00
U70,coach,login,2025-01-03 12:59:00
U75,coach,annotate,2025-01-04 07:18:00
U1,coach,review,2025-01-06 06:26:00
U72,player,login,2025-01-07 03:03:00
U54,analyst,upload,2025-01-07 01:15:00
U98,analyst,annotate,2025-01-03 04:22:00
U9,analyst,upload,2025-01-02 21:47:00
U36,player,login,2025-01-05 23:01:00
U37,analyst,login,2025-01-03 22:31:00
U59,analyst,upload,2025-01-05 04:41:00
U21,analyst,annotate,2025-01-06 03:27:00
U20,analyst,login,2025-01-01 06:49:00
U1,coach,review,2025-01-05 14:06:00
U99,player,upload,2025-01-01 20:27:00
U59,analyst,login,2025-01-03 19:33:00
U28,coach,annotate,2025-01-04 17:16:00
U71,analyst,login,2025-01-03 10:21:00
U56,analyst,annotate,2025-01-01 20:58:00
U9,analyst,annotate,2025-01-02 16:53:00
U65,analyst,login,2025-01-03 23:10:00
U36,analyst,review,2025-01-06 02:40:00
U98,coach,annotate,2025-01-05 09:39:00
U34,analyst,upload,2025-01-07 20:28:00
U81,coach,annotate,2025-01-06 15:21:00
U32,analyst,annotate,2025-01-05 05:07:00
U66,player,review,2025-01-04 18:26:00
U100,coach,annotate,2025-01-05 12:47:00
U25,analyst,login,2025-01-02 04:53:00
U51,coach,review,2025-01-04 16:03:00
U63,analyst,annotate,2025-01-05 22:13:00
U90,analyst,login,2025-01-07 21:25:00
U45,coach,login,2025-01-06 08:39:00
U26,analyst,annotate,2025-01-06 06:19:00
U21,analyst,upload,2025-01-05 20:42:00
U82,analyst,upload,2025-01-07 00:59:00
U93,analyst,annotate,2025-01-05 16:20:00
U51,analyst,annotate,2025-01-07 04:34:00
U24,analyst,login,2025-01-01 05:31:00
U92,coach,annotate,2025-01-03 13:56:00
U12,player,annotate,2025-01-07 13:26:00
U11,analyst,login,2025-01-03 04:29:00
U27,coach,annotate,2025-01-02 18:18:00
U23,player,annotate,2025-01-04 03:27:00
U33,coach,annotate,2025-01-06 12:31:00
U80,player,login,2025-01-01 00:18:00
U92,player,annotate,2025-01-07 18:41:00
U92,player,upload,2025-01-07 07:37:00
U38,coach,annotate,2025-01-07 05:27:00
U55,player,upload,2025-01-01 18:31:00
U70,analyst,annotate,2025-01-07 18:31:00
U42,analyst,login,2025-01-02 14:33:00
U29,player,upload,2025-01-02 08:53:00
U34,player,annotate,2025-01-05 03:42:00
U57,analyst,annotate,2025-01-05 18:29:00
U3,coach,annotate,2025-01-04 12:00:00
U6,coach,annotate,2025-01-02 07:09:00
U48,analyst,login,2025-01-06 01:47:00
U64,coach,review,2025-01-03 03:29:00
U13,coach,upload,2025-01-03 15:30:00
U36,player,annotate,2025-01-04 14:44:00
U79,coach,login,2025-01-05 11:33:00
U70,analyst,review,2025-01-04 19:00:00
U33,coach,login,2025-01-02 02:11:00
U76,player,annotate,2025-01-06 09:15:00
U57,analyst,review,2025-01-02 01:33:00
U55,analyst,upload,2025-01-01 16:25:00
U13,analyst,upload,2025-01-05 17:25:00
U97,player,login,2025-01-05 19:52:00
U51,analyst,upload,2025-01-05 05:17:00
U92,player,upload,2025-01-02 09:15:00
U53,player,review,2025-01-07 01:04:00
U36,coach,upload,2025-01-01 16:46:00
U5,analyst,review,2025-01-04 21:57:00
U25,coach,review,2025-01-05 05:25:00
U81,coach,review,2025-01-04 06:05:00
U37,player,upload,2025-01-05 06:05:00
U19,coach,login,2025-01-01 14:38:00
U35,coach,login,2025-01-01 15:54:00
U34,coach,upload,2025-01-02 01:06:00
U54,analyst,review,2025-01-05 14:18:00
