event_id,match_id,player_id,event_type,event_timestamp
404,M1,P39,sprint,2025-01-01 00:00:11
405,M9,P31,shot,2025-01-01 00:35:53
406,M8,P12,tackle,2025-01-01 00:32:05
407,M6,P33,tackle,2025-01-01 00:30:12
408,M20,P12,shot,2025-01-01 00:46:04
409,M18,P25,sprint,2025-01-01 00:55:36
410,M16,P38,sprint,2025-01-01 00:36:02
411,M8,P48,shot,2025-01-01 01:00:59
412,M4,P18,tackle,2025-01-01 01:07:02
413,M3,P19,pass,2025-01-01 00:43:55
414,M15,P3,tackle,2025-01-01 00:02:19
415,M6,P35,sprint,2025-01-01 01:02:06
416,M1,P5,tackle,2025-01-01 01:14:48
417,M18,P35,sprint,2025-01-01 00:40:09
418,M11,P27,tackle,2025-01-01 00:25:57
419,M3,P37,shot,2025-01-01 01:29:36
420,M13,P46,sprint,2025-01-01 01:04:37
421,M17,P21,pass,2025-01-01 01:11:12
422,M18,P16,pass,2025-01-01 00:20:02
423,M14,P28,shot,2025-01-01 01:17:12
424,M7,P25,tackle,2025-01-01 00:31:48
425,M7,P33,shot,2025-01-01 00:30:11
426,M14,P17,shot,2025-01-01 00:29:33
427,M15,P43,pass,2025-01-01 00:24:22
428,M12,P30,pass,2025-01-01 00:06:04
429,M12,P41,sprint,2025-01-01 00:12:07
430,M8,P4,sprint,2025-01-01 01:04:55
431,M16,P2,sprint,2025-01-01 00:54:02
432,M9,P9,shot,2025-01-01 00:14:09
433,M2,P31,shot,2025-01-01 01:26:38
434,M14,P25,sprint,2025-01-01 00:15:10
435,M16,P37,pass,2025-01-01 01:19:26
436,M5,P36,pass,2025-01-01 00:14:31
437,M5,P5,tackle,2025-01-01 00:56:37
438,M20,P24,sprint,2025-01-01 01:29:57
439,M18,P24,shot,2025-01-01 00:47:31
440,M18,P29,tackle,2025-01-01 01:16:38
441,M5,P50,tackle,2025-01-01 00:23:57
442,M11,P45,tackle,2025-01-01 01:26:09
443,M13,P31,sprint,2025-01-01 01:16:01
444,M3,P37,sprint,2025-01-01 01:23:14
445,M17,P19,sprint,2025-01-01 00:42:38
446,M18,P23,pass,2025-01-01 01:09:30
447,M14,P35,tackle,2025-01-01 00:39:03
448,M12,P50,pass,2025-01-01 00:19:00
449,M14,P6,sprint,2025-01-01 00:42:20
450,M18,P6,pass,2025-01-01 00:22:40
451,M20,P37,pass,2025-01-01 00:06:10
452,M2,P30,shot,2025-01-01 00:33:17
453,M7,P1,sprint,2025-01-01 00:57:17
454,M15,P8,tackle,2025-01-01 00:44:38
455,M10,P28,sprint,2025-01-01 00:40:44
456,M15,P25,pass,2025-01-01 00:29:41
457,M17,P33,sprint,2025-01-01 00:41:40
458,M11,P38,sprint,2025-01-01 00:57:13
459,M2,P14,shot,2025-01-01 00:56:28
460,M18,P11,shot,2025-01-01 00:16:04
461,M4,P2,sprint,2025-01-01 00:07:35
462,M9,P30,shot,2025-01-01 00:41:29
463,M17,P30,pass,2025-01-01 00:52:43
464,M17,P4,pass,2025-01-01 00:08:50
465,M17,P13,pass,2025-01-01 00:21:30
466,M16,P7,shot,2025-01-01 00:04:44
467,M20,P38,sprint,2025-01-01 00:52:34
468,M8,P3,pass,2025-01-01 01:23:03
469,M15,P9,tackle,2025-01-01 00:46:15
470,M1,P14,pass,2025-01-01 00:11:26
471,M19,P11,sprint,2025-01-01 00:41:06
472,M15,P37,pass,2025-01-01 01:13:35
473,M9,P14,tackle,2025-01-01 01:13:27
474,M5,P19,pass,2025-01-01 00:06:43
475,M16,P8,pass,2025-01-01 00:54:01
476,M13,P7,sprint,2025-01-01 00:58:18
477,M16,P7,pass,2025-01-01 01:23:56
478,M11,P3,pass,2025-01-01 00:23:29
479,M13,P3,shot,2025-01-01 00:34:19
480,M6,P18,sprint,2025-01-01 00:56:41
481,M20,P45,sprint,2025-01-01 01:17:58
482,M17,P33,sprint,2025-01-01 00:50:07
483,M5,P37,sprint,2025-01-01 00:59:11
484,M17,P28,pass,2025-01-01 00:45:48
485,M1,P36,tackle,2025-01-01 00:32:11
486,M5,P16,tackle,2025-01-01 01:21:25
487,M5,P15,shot,2025-01-01 01:07:40
488,M7,P29,pass,2025-01-01 00:53:27
489,M16,P18,sprint,2025-01-01 00:20:08
490,M18,P49,sprint,2025-01-01 01:23:21
491,M6,P46,tackle,2025-01-01 01:19:54
492,M2,P46,shot,2025-01-01 00:40:18
493,M13,P19,pass,2025-01-01 01:13:46
494,M10,P29,shot,2025-01-01 01:08:08
495,M20,P6,pass,2025-01-01 01:08:15
496,M11,P45,shot,2025-01-01 00:18:12
497,M2,P50,shot,2025-01-01 00:19:37
498,M8,P47,sprint,2025-01-01 01:15:07
499,M19,P27,tackle,2025-01-01 00:42:08
500,M20,P7,sprint,2025-01-01 00:11:29
501,M17,P27,tackle,2025-01-01 00:54:24
502,M16,P19,shot,2025-01-01 00:29:05
503,M10,P17,pass,2025-01-01 01:12:55
504,M5,P41,sprint,2025-01-01 01:09:24
505,M14,P11,pass,2025-01-01 01:21:06
506,M19,P5,sprint,2025-01-01 01:09:40
507,M4,P2,sprint,2025-01-01 00:05:34
508,M20,P47,sprint,2025-01-01 00:38:27
509,M16,P12,pass,2025-01-01 00:37:11
510,M15,P42,sprint,2025-01-01 00:00:15
511,M9,P42,sprint,2025-01-01 01:05:09
512,M3,P11,sprint,2025-01-01 00:21:32
513,M9,P10,pass,2025-01-01 01:22:13
514,M18,P28,sprint,2025-01-01 01:14:00
515,M4,P7,pass,2025-01-01 00:32:20
516,M19,P14,tackle,2025-01-01 01:12:02
517,M4,P13,sprint,2025-01-01 00:12:00
518,M9,P5,shot,2025-01-01 00:15:51
519,M1,P42,tackle,2025-01-01 01:00:42
520,M1,P8,pass,2025-01-01 00:38:28
521,M20,P50,shot,2025-01-01 00:07:27
522,M19,P1,pass,2025-01-01 00:18:13
523,M3,P5,pass,2025-01-01 01:11:56
524,M10,P11,sprint,2025-01-01 01:28:02
525,M12,P43,shot,2025-01-01 00:29:07
526,M18,P48,pass,2025-01-01 01:14:53
527,M14,P10,tackle,2025-01-01 01:28:06
528,M10,P15,sprint,2025-01-01 01:21:58
529,M10,P39,tackle,2025-01-01 00:17:04
530,M18,P47,tackle,2025-01-01 00:35:55
531,M1,P29,sprint,2025-01-01 00:36:28
532,M15,P25,pass,2025-01-01 00:00:26
533,M8,P48,tackle,2025-01-01 00:22:47
534,M3,P6,pass,2025-01-01 00:28:17
535,M18,P11,pass,2025-01-01 00:36:00
536,M9,P17,sprint,2025-01-01 00:15:44
537,M16,P15,tackle,2025-01-01 00:48:54
538,M15,P16,tackle,2025-01-01 00:29:34
539,M5,P2,sprint,2025-01-01 01:12:35
540,M13,P36,pass,2025-01-01 01:18:22
541,M20,P19,pass,2025-01-01 01:15:33
542,M7,P38,sprint,2025-01-01 00:35:51
543,M16,P50,pass,2025-01-01 00:48:26
544,M7,P21,pass,2025-01-01 01:18:40
545,M16,P11,tackle,2025-01-01 00:23:13
546,M13,P41,pass,2025-01-01 00:25:56
547,M17,P3,pass,2025-01-01 01:19:19
548,M9,P34,pass,2025-01-01 00:15:22
549,M12,P18,pass,2025-01-01 00:34:37
550,M13,P15,sprint,2025-01-01 00:40:50
551,M9,P25,sprint,2025-01-01 00:52:29
552,M5,P50,sprint,2025-01-01 00:15:08
553,M7,P15,pass,2025-01-01 01:26:13
554,M1,P30,sprint,2025-01-01 00:31:03
555,M4,P17,shot,2025-01-01 00:16:52
556,M4,P18,shot,2025-01-01 01:28:30
557,M16,P31,shot,2025-01-01 00:42:44
558,M5,P50,tackle,2025-01-01 01:09:53
559,M4,P43,pass,2025-01-01 00:33:47
560,M6,P18,tackle,2025-01-01 00:49:19
561,M3,P35,sprint,2025-01-01 01:02:04
562,M8,P13,pass,2025-01-01 01:25:43
563,M17,P14,shot,2025-01-01 01:12:19
564,M18,P36,pass,2025-01-01 00:04:54
565,M18,P18,tackle,2025-01-01 00:34:28
566,M12,P5,sprint,2025-01-01 00:38:06
567,M1,P14,sprint,2025-01-01 01:03:25
568,M12,P25,tackle,2025-01-01 00:54:49
569,M11,P44,pass,2025-01-01 00:40:16
